start_date,end_date,recipient_name,amount
2021-05-14,2021-05-24,EFS EBREX SARL,48188.49
2008-08-28,2009-05-07,GOODRICH CORPORATION,48187.0
2025-02-03,2025-02-07,THEODOR WILLE INTERTRADE GMBH,48184.04
2014-01-03,2014-01-31,MEDTRONIC INC,48180.0
2024-08-27,2025-08-26,STATISTICAL RESEARCH INC,48165.43
2017-02-22,2017-03-31,"NEA FOOD SERVICES, L.L.C.",48157.65
2008-08-20,2009-08-19,IMMIXTECHNOLOGY INC,48156.08
2019-04-01,2020-03-31,"BRANDYWINE ELEVATOR COMPANY, INC.",48132.0
2023-04-20,2023-05-11,DMS PHARMACEUTICAL GROUP INC,48122.6
2021-08-17,2021-08-19,US FOODS INC,48098.18
2024-04-18,2024-05-09,AMERISOURCEBERGEN DRUG CORP,48090.8
2008-12-17,2009-01-12,"PCMG, INC.",48090.58
2015-07-13,2015-08-07,AMERISOURCEBERGEN DRUG CORP,48081.96
2022-08-30,2022-09-30,IMMIXTECHNOLOGY INC,48064.09
2012-12-04,2013-12-31,MISCELLANEOUS FOREIGN AWARDEES,48056.0
2019-08-21,2020-02-21,FIRST NATION GROUP LLC,47960.0
2010-01-01,2010-09-30,"ACG VENTURES, LLC",47936.3
2022-08-05,2022-08-12,JOHNSON & JOHNSON HEALTH CARE SYSTEMS INC.,47917.31
2011-05-19,2011-06-29,DOMESTIC AWARDEES (UNDISCLOSED),47908.29
2009-10-01,2010-09-30,F I SALTER COMPANY INC,47906.88
2022-09-01,2023-08-31,SIEMENS INDUSTRY INC,47895.0
2009-04-01,2010-09-30,PANTOPS GROUP LLC,47870.37
2009-10-14,2011-01-13,"W.W. GRAINGER, INC.",47846.9
2010-12-22,2011-07-05,MISCELLANEOUS FOREIGN AWARDEES,47845.5
2016-05-13,2016-05-16,HOWMEDICA OSTEONICS CORP,47843.6
2021-06-29,2022-06-30,NIKON INSTRUMENTS INC,47834.44
2016-03-09,2016-04-09,"RECONDITIONED SYSTEMS, INC.",47812.43
2014-07-28,2015-01-26,INTERLOG CORPORATION,47802.33
2005-09-07,2005-09-07,SYSTALEX CORPORATION,47799.3
2022-03-30,2022-09-30,"PATRIOT CONTRACT SERVICES, LLC",47795.13
2010-07-26,2011-02-05,BOOZ ALLEN HAMILTON INC,47748.0
2008-01-25,2008-07-23,"GRANDE FORD TRUCK SALES, INC.",47726.0
2020-02-06,2020-06-05,DIAGNOSTIC SOLUTIONS INTERNATIONAL LLC,47723.25
2010-06-29,2013-11-18,"FRANCONIA REAL ESTATE SERVICES, INC.",47704.19
2010-03-02,2010-03-31,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY,47679.24
2012-09-12,2013-09-11,CDW GOVERNMENT LLC,47611.63
2022-04-18,2022-07-30,"AVMED SUPPLY, LLC",47604.44
2010-04-13,2010-05-13,HESCO BASTION LIMITED,47601.0
2023-09-01,2024-08-31,"EMERGENT, LLC",47568.82
2019-02-25,2019-02-28,TAYRONA INVESTMENTS LLC,47568.26
2009-06-11,2009-12-06,AIRBORNE SYSTEMS NORTH AMERICA OF NJ INC.,47560.0
2017-10-19,2018-07-26,"REV-CAP COMPANY, INC.",47550.0
2012-02-28,2012-03-16,ISLAND ELECTRICAL EXPRESS,47520.0
2008-01-07,2011-01-04,GENERAL ELECTRIC COMPANY,47500.0
2019-01-29,2019-03-20,NATIONAL INDUSTRIES FOR THE BLIND,47468.16
2016-06-29,2016-07-29,INVACARE CORP,47440.5
2009-08-11,2010-06-20,"DAEBO ENGINEERING & CONSTRUCTION CO., LTD.",47436.0
2019-08-15,2019-08-21,US FOODS INC,47387.58
2023-12-26,2023-12-26,AVFUEL CORP,47376.21
2019-01-29,2019-03-20,NATIONAL INDUSTRIES FOR THE BLIND,47468.16
2016-06-29,2016-07-29,INVACARE CORP,47440.5
2009-08-11,2010-06-20,"DAEBO ENGINEERING & CONSTRUCTION CO., LTD.",47436.0
2019-08-15,2019-08-21,US FOODS INC,47387.58
2023-12-26,2023-12-26,AVFUEL CORP,47376.21
2022-01-05,2022-01-07,TOLL REMOTE LOGISTICS PTY LTD,47369.23
2015-07-24,2016-08-03,"FEDERAL STAFFING RESOURCES, LLC",47346.5
2020-06-28,2020-07-07,PACIFIC UNLIMITED INC,47315.78
2009-08-28,2011-09-23,"AVERTIUM TENNESSEE, INC",47298.72
2008-02-19,2008-04-01,"LODGIAN, INC",47239.1
2014-01-31,2014-04-01,G. C. MICRO CORPORATION,47199.84
2013-09-24,2016-07-23,NORTHSTAR TECHNOLOGY SYSTEMS,47196.92
2018-08-01,2018-08-30,ROBIN WINSTON,47178.61
2020-06-16,2020-07-14,DMS PHARMACEUTICAL GROUP INC,47162.39
2018-05-07,2018-11-20,AHNTECH-BRANCH BULGARIA KCHT,47160.13
2011-08-03,2011-09-02,"TRADEBE TREATMENT AND RECYCLING, LLC",47146.28
2010-02-10,2010-03-01,SUPREME FOODSERVICE GMBH,47138.0
2024-07-17,2024-08-16,LOCKMASTERS INC,47126.0
2010-02-18,2010-05-14,FRED DAVIS CORPORATION,47018.28
2011-09-15,2011-09-15,CMS RESEARCH CORP,47017.0
2008-09-15,2008-10-15,"M2 TECHNOLOGY, INC.",47013.97
2023-11-16,2023-11-16,"WORLD FUEL SERVICES, INC.",47004.47
2011-07-01,2011-09-30,"THE JAMES A. EDDY MEMORIAL GERIATRIC CENTER, INC",47000.0
2010-05-12,2010-06-11,"BANDIT INDUSTRIES, INC.",47000.0
2016-12-08,2017-01-22,AUROSTAR CORPORATION,46983.3
2024-05-01,2024-05-30,APRIA HEALTHCARE LLC,46940.14
2015-01-16,2015-12-31,RALLY SOFTWARE DEVELOPMENT CORP.,46922.4
2009-05-19,2009-05-20,MCKESSON CORPORATION,46873.8
2014-08-19,2014-08-20,AMERISOURCEBERGEN DRUG CORP,46837.4
2010-04-01,2010-06-30,DAMUTH ASSOCIATES II LLC,46834.32
2010-09-07,2010-12-06,GENTEX CORP,46806.0
2018-05-15,2018-07-26,OHOPAKI GENERAL CONTRACTING & MECHANICAL INC,46760.0
2017-08-29,2017-08-30,BRUEL & KJAER NORTH AMERICA INC.,46746.04
2010-09-15,2012-09-16,"BIOQUAL, INC.",46743.0
2013-08-09,2014-12-30,AERO METAL FORMS INC,46740.0
2010-04-01,2010-09-30,DOUGLAS CUSTOM LLC,46730.96
2021-04-30,2021-09-30,"FEDERAL PRISON INDUSTRIES, INC",46727.8
2013-10-01,2018-09-30,HAMHED LLC,46704.0
2021-06-08,2021-09-06,"SPECIALTY CNC, LLC",46690.0
2016-01-27,2016-11-14,"LINMARR ASSOCIATES, INC.",46640.0
2015-05-07,2016-02-05,RAYTHEON COMPANY,46630.0
2011-11-09,2011-11-18,SUPREME FOODSERVICE GMBH,46622.1
2021-10-29,2021-11-03,"METRO MEDICAL EQUIPMENT & SUPPLY, INC.",46580.79
2010-06-21,2011-01-17,"SEIKITOKYU KOGYO CO., LTD.",46570.13
2015-09-09,2016-01-07,"U.S. PIONEER, L.L.C.",46546.0
2012-06-21,2012-06-22,AMERISOURCEBERGEN DRUG CORP,46545.54
2016-05-16,2016-10-15,TRANDES CORP,46544.93
2008-08-14,2008-12-15,THE GBK PARTNERSHIP LLC,46537.93
2009-04-01,2009-09-30,SLG TOWER 45 LLC,46521.65
2018-09-06,2018-09-21,DMS PHARMACEUTICAL GROUP INC,46500.0
2018-10-03,2019-02-11,MARTIN MILITARY INC,46494.0
2024-01-12,2024-01-16,AMERISOURCEBERGEN DRUG CORP,46493.46
2017-09-28,2017-09-28,"CONFERENCE TECHNOLOGIES, INC.",46487.0
2019-02-25,2019-02-26,AMERISOURCEBERGEN DRUG CORP,46471.74
2014-07-17,2014-09-30,"THE CENTER, INC",46471.0
2015-09-21,2015-10-20,"COUNTERTRADE PRODUCTS, INC.",46447.02
2023-05-19,2024-05-03,ADEPT FASTENERS INC,46429.5
2019-04-05,2020-03-05,STATZ CORP,46425.6
2020-10-16,2020-10-20,US FOODS INC,46413.03
2012-07-24,2013-07-19,"UNION MACHINE CO OF LYNN, INC",46410.0
2013-09-13,2013-11-18,"DEPUY ORTHOPAEDICS, INC.",46405.0
2024-05-22,2024-10-10,"PHILLIP CABLE MANUFACTURING, INC.",46250.0
2017-07-17,2018-04-30,FUENTEK LLC,46250.0
2017-05-10,2018-05-09,CARAHSOFT TECHNOLOGY CORP,46236.52
2008-07-01,2011-04-30,2800 V STREET LP,46236.09
2011-03-08,2012-01-29,PORTER-GEGO,46230.0
2011-07-15,2011-09-09,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",46215.0
2023-08-11,2023-08-14,AMERISOURCEBERGEN DRUG CORP,46204.99
2008-03-28,2008-09-28,ADAPTIVE DIGITAL SYSTEMS INC,46200.0
2019-05-01,2020-12-04,"GREAT LAKES ECOLOGICAL SERVICES, LLC",46200.0
2008-09-30,2008-11-10,"EDMO DISTRIBUTORS, INCORPORATED",46188.0
2018-09-30,2019-07-31,COASTAL MANAGEMENT SOLUTIONS INC.,46186.5
2012-08-06,2013-03-19,"THOMAS INSTRUMENT, INCORPORATED",46184.0
2021-01-28,2021-03-30,A TRUSTWORTHY SUPPLY SOURCE INC,46171.71
2012-09-13,2012-10-30,INTERFACE CONSTRUCTION CORPORATION,46127.5
2014-05-15,2014-09-01,"ONSITE HEALTH, INC.",46095.0
2011-02-25,2011-05-26,GENERAL MOTORS LLC,46050.0
2022-12-01,2023-06-29,FORD MOTOR CO,46046.0
2014-08-21,2015-08-31,"REGIONAL MEDICAL LABORATORY, INC.",46045.81
2017-01-09,2018-04-30,"HOWLETT, MATTHEW",46018.6
2013-03-14,2013-04-12,LB & B ASSOCIATES INC,46015.2
2012-03-14,2012-03-26,ANHAM FZCO,45999.45
2021-12-13,2022-05-12,FORD MOTOR CO,45986.0
2008-04-22,2008-04-29,"MICHELIN AIRCRAFT TIRE COMPANY, LLC",45977.0
2011-12-13,2011-12-23,MCKESSON CORPORATION,45900.0
2020-09-17,2021-02-16,OSHKOSH DEFENSE LLC,45892.0
2014-01-14,2014-07-19,"WESTERN BRANCH DIESEL, LLC",45891.99
2011-05-25,2012-03-15,PHOENIX TRADING INC.,45889.0
2022-01-19,2022-07-18,"ROANWELL, LLC",45864.1
2023-04-12,2023-04-12,"GILL GROUP, INC.",45861.2
2024-12-17,2025-06-15,GENERAL MOTORS LLC,45824.0
2025-04-22,2025-04-23,AMERISOURCEBERGEN DRUG CORP,45822.36
2022-09-22,2023-03-24,FROST & YOUNG GROUP LLC,45800.0
2012-10-26,2012-10-29,AMERISOURCEBERGEN DRUG CORP,45795.89
2020-09-14,2020-12-16,SUPPLYCORE LLC,45764.8
2018-11-15,2021-12-31,GENERAL ELECTRIC COMPANY,45719.4
2009-04-14,2009-05-02,"ABM FEDERAL SALES, INC.",45704.4
2011-09-23,2012-09-25,"CELPLAN TECHNOLOGIES, INC",45685.0
2017-01-04,2017-05-20,ENGINEERED COIL COMPANY,45675.0
2020-11-11,2020-12-02,BEACON POINT ASSOCIATES LLC,45670.92
2022-07-27,2023-02-22,FORD MOTOR CO,45544.0
2024-11-13,2025-05-12,FORD MOTOR CO,45521.0
2011-07-07,2011-08-26,CRAVE CATERING,45506.0
2016-10-23,2017-03-30,"COLUMBIA MANUFACTURING, INC",45504.0
2019-10-24,2019-10-25,MCKESSON CORPORATION,45482.16
2010-03-01,2011-09-03,ST. JOSEPH THE WORKER CORPORATE INTERNSHIP PROGRAM,45476.0
2016-09-15,2016-12-14,KIPPER TOOL COMPANY,45440.64
2018-10-15,2019-02-22,BRIGHTON CROMWELL LLC,45435.44
2016-07-13,2019-05-15,LOCKHEED MARTIN CORPORATION,45420.0
2018-11-05,2018-11-06,AMERISOURCEBERGEN DRUG CORP,45413.06
2021-12-01,2022-11-30,"AT&T ENTERPRISES, LLC",45375.74
2014-07-10,2014-07-10,"COMMUNITY SURGICAL SUPPLY OF TOMS RIVER, LLC",45359.5
2012-07-18,2012-08-10,THE POTOMAC EDISON CO,45352.18
2015-02-25,2015-02-25,"LIVERMORE SOFTWARE TECHNOLOGY, LLC",45350.0
2007-08-06,2008-09-17,SPECIALTY COATING SYSTEMS INC,45343.0
2008-10-10,2009-09-30,OREGON HEALTH & SCIENCE UNIVERSITY,45337.5
2020-03-11,2020-09-07,"SANDHILLS UTILITY SERVICES, LLC",45327.25
2011-02-24,2011-03-13,"SUMITOMO HEAVY INDUSTRIES, LTD",45307.75
2015-10-29,2015-11-02,US FOODS INC,45253.05
2018-05-01,2019-08-02,WELLPATH LLC,45216.86
2008-10-29,2008-10-29,AM GENERAL LLC,45193.0
2018-09-29,2018-10-01,"CARDINAL HEALTH 200, LLC",45175.41
2022-04-08,2022-04-08,CITY OF BANGOR,45169.19
2023-05-01,2023-05-02,AMERISOURCEBERGEN DRUG CORP,45136.6
2013-03-18,2014-04-28,SAGER ELECTRICAL SUPPLY COMPANY INC.,45125.0
2024-10-25,2025-08-16,"TRANSAERO, INC.",45118.08
2009-01-14,2009-03-05,"MACY INDUSTRIES, INC.",45087.5
2017-11-03,2018-03-05,"TFW INDUSTRIAL SUPPLY & CNC MACHINE, LLC",45079.22
2024-03-01,2024-06-28,WASHINGTON STATE UNIVERSITY,45069.0
2015-10-01,2015-12-03,"ACME FOOD PRODUCTS COMPANY, INC.",45061.18
2012-08-10,2014-01-31,INDUSTRIAL ECONOMICS INC,45038.37
2011-12-22,2012-02-29,"MALLINCKRODT, INC.",45023.59
2007-10-19,2007-10-19,MISCELLANEOUS FOREIGN AWARDEES,45000.0
2013-02-22,2013-06-24,NEWVAC LLC,45000.0
2019-05-06,2020-06-30,GLOBAL PCCI (GPC),45000.0
2009-01-01,2009-09-30,"ROCKY MOUNTAIN PROPERTIES & INVESTMENT CO., LLC",45000.0
2018-03-19,2019-03-20,ANSYS INC,44985.2
2020-09-30,2020-11-30,LINDSAY COMPANY,44967.0
2021-12-01,2022-08-08,"ATLANTIC DIVING SUPPLY, INC.",44952.93
2025-02-12,2025-08-15,ELECTRA-MED CORPORATION,44927.75
2009-05-08,2009-07-08,"MITCHELL INDUSTRIAL CONTRACTORS, INC.",44915.0
2010-09-07,2010-09-13,DMS PHARMACEUTICAL GROUP INC,44904.54
2010-03-02,2010-04-06,AFFILIATED CONSTRUCTION GROUP INC,44902.0
2022-05-12,2023-03-08,FLEET VEHICLE SOURCE INC,44879.0
2023-09-15,2023-11-21,"STRYKER SALES, LLC",44876.82
2014-05-14,2014-09-11,ISA (WYOMING) CORP,44856.0
2013-07-10,2013-10-15,HII MISSION DRIVEN INNOVATIVE GOVERNMENT SOLUTIONS INC.,44844.15
2011-09-30,2011-09-30,"BUTLER, CARMEN",44800.0
2015-07-28,2016-07-26,"WHITETAIL ENVIRONMENTAL, LLC",44772.11
2015-04-22,2015-04-22,"CARDINAL HEALTH, INC.",44751.44
2022-05-26,2022-08-01,LBS ENTERPRISES INC,44745.0
2012-06-26,2013-06-25,GOVCONNECTION INC,44707.69
2010-04-02,2010-11-30,ENGILITY LLC,44706.24
2020-05-08,2020-06-30,"MEDLINE INDUSTRIES, LP",44673.09
2023-12-04,2023-12-06,"REINHART FOODSERVICE, LLC",44671.98
2016-05-11,2017-06-08,PACIFIC PROPELLER INTERNATIONAL LLC,44670.0
2016-05-17,2016-08-30,OBAYASHI CORPORATION,44665.01
2021-08-31,2025-09-06,THE REMI GROUP LLC,44644.72
2008-07-01,2008-07-04,US FOODS INC,44622.0
2017-03-29,2017-03-29,GPC CONSOLIDATED REPORTING,44593.43
2016-06-25,2016-08-31,"TRADEWINDS SERVICES, INC",44585.0
2020-06-09,2020-07-31,"NATIVE AMERICAN PRIDE CONSTRUCTORS, LLC",44582.0
2012-10-20,2012-10-22,AMERISOURCEBERGEN DRUG CORP,44529.27
2013-04-02,2013-06-28,AMERICAN PROSTHETICS & ORTHOTICS INC,44503.19
2010-11-08,2011-12-23,MILITARY AIRCRAFT PARTS,44500.0
2015-04-24,2015-09-30,"ANCHOR EXCURSIONS, INC.",44500.0
2010-01-06,2010-02-23,SOURCEAMERICA,44452.8
2012-09-25,2013-09-28,CARAHSOFT TECHNOLOGY CORP,44450.93
2020-09-29,2021-03-12,"LIFE FITNESS SALES, INC.",44442.0
2009-12-21,2009-12-22,"CARDINAL HEALTH 200, LLC",44437.11
2009-08-07,2009-10-07,"WR MEDICAL ELECTRONICS, LLC",44380.0
2019-08-26,2024-02-25,RELX INC.,44378.63
2010-05-18,2011-06-10,PATTON SALES CORP.,44375.35
2014-03-12,2014-03-12,AMERISOURCEBERGEN DRUG CORP,44338.21
2023-10-18,2023-10-20,"REINHART FOODSERVICE, LLC",44320.07
2025-09-24,2025-12-01,GOVERNMENT SCIENTIFIC SOURCE INC,44246.08
2014-09-30,2017-09-29,"AFFIGENT, LLC",44245.11
2021-03-26,2021-04-07,"GOSSNER FOODS, INC",44236.8
2009-01-06,2010-01-05,LEIDOS INC,44168.1
2012-01-24,2012-05-31,"IRON BOW TECHNOLOGIES, LLC",44159.19
2008-07-21,2008-11-18,KIDDE INDUSTRIES INC,44133.0
2021-03-22,2021-03-23,AMERISOURCEBERGEN DRUG CORP,44100.54
2011-04-12,2011-05-27,"QUINN FLAG, LLC",44000.0
2018-09-13,2018-10-13,CAPITAL SHREDDER CORP,44000.0
2012-04-13,2013-04-12,"DLT SOLUTIONS, LLC",44000.0
2014-09-20,2014-10-20,PSSC LABS,43995.0
2017-03-30,2017-06-28,FCA US LLC,43994.0
2013-03-15,2013-04-30,3T FEDERAL SOLUTIONS LLC,43992.9
2019-12-06,2020-03-27,"MOTION INDUSTRIES, INC.",43980.0
2019-11-27,2019-11-27,"SEASPINE, LLC",43977.0
2011-04-27,2012-06-05,"HENRY SCHEIN, INC.",43947.79
2011-07-12,2011-08-01,DELL FEDERAL SYSTEMS L.P,43934.08
2019-09-03,2019-10-02,BRAIN VISION LLC,43910.0
2021-04-15,2023-06-23,HAMILTON SUNDSTRAND CORPORATION,43906.7
2019-07-24,2019-07-25,AMERISOURCEBERGEN DRUG CORP,43903.86
2018-10-30,2018-11-29,"MSC INDUSTRIAL DIRECT CO., INC.",43873.2
2008-09-26,2009-01-14,RUTA SUPPLIES INC,43868.0
2025-08-02,2025-08-10,BLACK BULL GROUP INC.,43855.0
2018-03-27,2018-12-17,BRASADA FORD LTD,43853.4
2017-02-16,2017-12-31,CURATIVE TALENT LLC,43840.0
2011-04-27,2012-06-05,"HENRY SCHEIN, INC.",43947.79
2011-07-12,2011-08-01,DELL FEDERAL SYSTEMS L.P,43934.08
2019-09-03,2019-10-02,BRAIN VISION LLC,43910.0
2021-04-15,2023-06-23,HAMILTON SUNDSTRAND CORPORATION,43906.7
2019-07-24,2019-07-25,AMERISOURCEBERGEN DRUG CORP,43903.86
2018-10-30,2018-11-29,"MSC INDUSTRIAL DIRECT CO., INC.",43873.2
2008-09-26,2009-01-14,RUTA SUPPLIES INC,43868.0
2025-08-02,2025-08-10,BLACK BULL GROUP INC.,43855.0
2018-03-27,2018-12-17,BRASADA FORD LTD,43853.4
2017-02-16,2017-12-31,CURATIVE TALENT LLC,43840.0
2015-09-18,2016-02-29,HAMILTON SUNDSTRAND CORPORATION,43823.0
2009-04-30,2009-04-30,EON COMMUNICATIONS CORPORATION,43805.95
2010-07-30,2010-08-30,MICROTECHNOLOGIES LLC,43728.03
2017-12-01,2021-01-31,OLYMPUS AMERICA INC,43695.0
2018-09-27,2018-10-29,"SHORE SOLUTIONS, INC.",43682.25
2019-01-24,2019-11-14,ULTRA PCS LIMITED,43660.12
2012-02-20,2012-02-29,MISCELLANEOUS FOREIGN AWARDEES,43601.0
2023-12-18,2024-07-05,3T BUSINESS GROUP LLC,43600.8
2015-03-03,2015-08-01,"EMCOR GOVERNMENT SERVICES, INC",43560.0
2008-01-01,2008-01-31,MISCELLANEOUS FOREIGN AWARDEES,43559.0
2023-10-28,2023-10-28,GLASGOW PRESTWICK AIRPORT LIMITED,43549.24
2022-09-28,2022-11-30,INTELLISENSE SYSTEMS INC,43520.0
2016-09-23,2017-04-24,FORD MOTOR CO,43517.0
2015-04-13,2015-04-14,"PREMIER SHOCKWAVE, INC",43500.0
2016-03-25,2016-04-25,"ITAMAR MEDICAL, INC.",43499.96
2011-06-08,2011-07-20,PMB CONSTRUCTION LLC,43495.0
2015-07-27,2015-08-05,SEVEN SEAS SHIPCHANDLERS (L.L .C.),43441.1
2024-05-30,2025-07-07,KAMPI COMPONENTS CO INC,43433.01
2025-04-14,2025-11-10,GENERAL MOTORS LLC,43429.0
2003-01-29,2004-01-28,"THE JOHNSON-MCADAMS FIRM, P.A.",43410.2
2017-11-07,2017-11-08,OWENS & MINOR DISTRIBUTION INC,43398.81
2018-09-12,2018-09-30,"VETERANS HEALTHCARE SUPPLY SOLUTIONS, INC",43352.16
2008-02-13,2008-05-13,GENERAL MOTORS LLC,43350.0
2012-09-30,2013-01-30,"GOVERNMENT CONTRACTING RESOURCES, INC.",43341.67
2015-01-27,2015-04-01,CDW GOVERNMENT LLC,43335.18
2022-07-25,2022-09-06,GUARDIAN TECHNICAL CONTRACTING,43310.0
2014-09-25,2014-10-29,"ASTON HOTELS & RESORTS, LLC",43292.88
2024-05-06,2024-05-11,GLOBAL FOOD SERVICES COMPANY,43292.26
2021-08-24,2021-09-30,AGILENT TECHNOLOGIES INC,43286.46
2025-05-06,2026-05-05,"RELIANCE RELOCATION SERVICES, INC",43260.0
2013-05-09,2013-06-10,"DIXIE AIR PARTS SUPPLY, INC.",43250.0
2013-09-12,2013-10-14,MICROTECHNOLOGIES LLC,43239.15
2017-05-19,2017-06-16,CLEARLINE SOLUTIONS,43237.5
2020-07-26,2020-09-14,"HUDSON, CICELY B",43233.65
2011-07-07,2023-05-31,MCI COMMUNICATIONS SERVICES LLC,43221.0
2019-08-22,2019-09-12,VERATHON INC,43219.62
2008-11-19,2008-11-20,REGIONAL PROJECTS GROUP,43215.38
2016-05-20,2016-06-01,DMS PHARMACEUTICAL GROUP INC,43200.0
2023-07-17,2023-07-19,US FOODS INC,43195.34
2010-03-29,2010-07-07,FORD MOTOR CO,43156.0
2011-08-03,2011-11-11,FORD MOTOR CO,43120.0
2013-07-05,2013-09-30,NEXCELOM BIOSCIENCE LLC,43070.0
2012-09-28,2013-09-10,"DLT SOLUTIONS, LLC",43032.62
2009-07-30,2009-07-30,AMERISOURCEBERGEN DRUG CORP,43025.0
2011-05-26,2011-06-27,"PCB PIEZOTRONICS, INC.",43017.0
2023-09-28,2024-03-26,FORD MOTOR CO,43015.0
2012-04-04,2012-08-08,"ATLANTIC DIVING SUPPLY, INC.",43014.04
2011-08-13,2011-08-30,ANHAM FZCO,43011.0
2009-02-23,2009-09-30,AMERICAN SYSTEMS CORPORATION,43000.0
2011-09-07,2011-10-31,AMNIS CORPORATION,43000.0
2019-01-22,2019-04-25,HENDALL INC,43000.0
2006-04-10,2006-05-10,WIDEPOINT INTEGRATED SOLUTIONS CORP,42975.81
2014-05-28,2014-05-28,AMERISOURCEBERGEN DRUG CORP,42952.15
2024-12-27,2025-11-12,GENERAL MOTORS LLC,42947.0
2023-03-29,2023-04-19,AMERISOURCEBERGEN DRUG CORP,42942.16
2018-10-17,2018-10-22,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",42926.85
2010-09-14,2011-04-26,LYNCH MACHINERY COMPANY INC,42905.0
2021-05-07,2021-05-24,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",42900.0
2013-01-18,2013-03-18,TANDEMLOC INC,42868.65
2008-07-10,2008-12-31,DRAEGER SAFETY SYSTEMS INC,42845.0
2015-07-01,2015-10-08,TC & S/F-W LLC,42834.36
2018-02-28,2018-02-28,"NATIONAL SHIPPING OF AMERICA, LLC",42811.71
2021-03-24,2021-09-10,EMPIRE AVIONICS CORP.,42768.0
2015-10-14,2015-10-19,LABATT INSTITUTIONAL SUPPLY CO,42758.01
2020-09-15,2020-10-18,NOXON TAMMY,42754.15
2025-04-28,2025-05-01,AHNTECH INC,42753.52
2019-11-27,2019-12-27,"RIDE-AWAY, INC.",42749.0
2008-10-07,2008-10-07,"LOMBARDO IMPORTS, INC",42729.0
2022-06-10,2022-06-16,AHNTECH INC,42715.91
2008-10-01,2009-01-30,CREATIVE SIGN SERVICE INC,42675.94
2011-04-06,2011-04-06,"CARDINAL HEALTH, INC.",42665.86
2014-09-29,2017-09-28,POTOMAC SECURITY LP,42663.19
2016-02-10,2016-02-11,MCKESSON CORPORATION,42647.1
2015-07-21,2015-08-14,GOVERNMENT ACQUISITIONS INC,42627.12
2010-03-24,2010-06-04,"INNOVATIVE COMPUTER ENGINEERING, INCORPORATED",42600.0
2025-06-30,2025-09-09,SUPPLYCORE LLC,42592.22
2024-02-02,2024-02-05,AMERISOURCEBERGEN DRUG CORP,42563.52
2013-06-07,2013-06-28,SURFACE TECHNOLOGIES CORPORATION,42559.38
2021-11-18,2022-08-01,PARKER-HANNIFIN CORPORATION,42543.0
2008-03-08,2008-09-27,MASON ELECTRIC CO.,42533.0
2012-09-25,2012-10-31,UNILUX LTD,42520.5
2017-09-25,2018-03-23,"CENTERRA INTEGRATED SERVICES, LLC",42516.53
2021-03-29,2021-04-01,KLS-MARTIN LIMITED PARTNERSHIP,42511.3
2012-07-30,2012-12-31,FIRVIDA CONSTRUCTION CORP,42455.0
2010-12-02,2011-04-03,W & O SUPPLY INC,42454.1
2011-08-04,2012-09-30,JOHNSON CONTROLS SECURITY SOLUTIONS LLC,42444.39
2013-09-23,2013-09-26,MISCELLANEOUS FOREIGN AWARDEES,42439.68
2009-08-17,2009-09-06,VERITIV OPERATING COMPANY,42431.84
2018-05-08,2018-10-15,ALL SEASONS CONSTRUCTION INC.,42390.6
2025-05-05,2025-05-30,PM JENKINS GROUP-PROFESSIONAL MANAGEMENT SERVICES LLC,42388.71
2024-05-30,2024-06-21,AMERISOURCEBERGEN DRUG CORP,42155.2
2008-06-05,2008-08-01,"MATHAND, INC.",42150.0
2019-09-23,2020-06-19,FCA US LLC,42130.0
2019-02-19,2019-05-20,FORD MOTOR CO,42127.0
2015-05-20,2015-06-26,HOWMEDICA OSTEONICS CORP,42124.61
2019-05-01,2019-07-30,GENERAL MOTORS LLC,42098.0
2009-12-14,2010-06-30,ENGINEERING SERVICES NETWORK INC,42084.0
2022-07-29,2022-08-12,GLOBAL FOOD SERVICES COMPANY,42036.21
2021-09-24,2022-12-15,FORD MOTOR CO,42036.0
2018-05-02,2018-05-03,AMERISOURCEBERGEN DRUG CORP,42026.95
2016-05-19,2016-09-30,"CARESTREAM HEALTH, INC",42000.0
2022-06-14,2022-09-14,EDGEONE LLC,42000.0
2009-09-22,2009-10-13,"IDEAL INSTRUMENT CO, INC.",42000.0
2017-09-12,2017-09-16,HEMPHILL BROTHERS COACH CO,42000.0
2010-09-30,2010-12-29,RESCUE U DISASTER SYSTEMS,42000.0
2022-02-08,2022-02-09,AMERISOURCEBERGEN DRUG CORP,41992.73
2008-02-28,2008-03-31,FAULK PAINTING,41990.0
2008-06-27,2008-12-04,"WESTEAST DESIGN GROUP, LLC",41972.89
2023-03-21,2023-03-22,AMERISOURCEBERGEN DRUG CORP,41964.96
2011-03-28,2011-04-01,EFS EBREX SARL,41950.87
2008-09-05,2009-02-03,"UNIREX, INC.",41943.0
2009-12-10,2010-03-15,DELTA INDUSTRIES INC,41930.0
2025-06-12,2025-06-12,"GRINDER, TABER AND GRINDER, INC.",41901.0
2016-07-27,2016-09-12,"FOREST PRODUCTS DISTRIBUTORS, INC.",41900.0
2022-02-02,2022-08-31,PENN POWER GROUP LLC,41882.08
2018-07-23,2020-06-25,"SUBSURFACE UTILITY IMAGING, LLC",41876.46
2009-11-28,2010-02-09,P3S CORPORATION,41871.13
